Age,Gender,Education Level,Job Title,Years of Experience,Salary
24,Male,Bachelor's Degree,Front end Developer,1.0,55000
27,Male,Bachelor's Degree,Front end Developer,3.0,80000
43,Male,PhD,Senior Project Engineer,13.0,185000
27,Female,Master's Degree,Full Stack Engineer,3.0,100000
49,Male,PhD,Software Engineer Manager,15.0,185000
48,Male,PhD,Senior Project Engineer,16.0,190000
31,Male,Master's Degree,Senior Project Engineer,6.0,125000
40,Male,PhD,Senior Software Engineer,12.0,160000
36,Male,Master's Degree,Senior Software Engineer,8.0,140000
53,Male,PhD,Software Engineer Manager,17.0,195000
27,Male,Bachelor's Degree,Front end Developer,2.0,70000
28,Male,Bachelor's Degree,Front end Developer,2.0,70000
44,Male,Master's Degree,Senior Project Engineer,11.0,170000
43,Male,PhD,Senior Project Engineer,13.0,185000
53,Male,PhD,Software Engineer Manager,17.0,195000
32,Male,Master's Degree,Back end Developer,6.0,130000
38,Male,Master's Degree,Senior Software Engineer,10.0,155000
49,Male,PhD,Software Engineer Manager,15.0,185000
27,Male,Bachelor's Degree,Front end Developer,3.0,80000
53,Male,PhD,Software Engineer Manager,17.0,195000
31,Male,Master's Degree,Senior Project Engineer,7.0,135000
24,Male,Bachelor's Degree,Back end Developer,1.0,55000
48,Male,PhD,Senior Project Engineer,16.0,190000
27,Female,Master's Degree,Back end Developer,2.0,70000
43,Male,PhD,Senior Project Engineer,13.0,185000
44,Male,Master's Degree,Senior Project Engineer,11.0,170000
37,Male,Master's Degree,Senior Software Engineer,9.0,150000
53,Male,PhD,Software Engineer Manager,17.0,195000
28,Male,Bachelor's Degree,Front end Developer,2.0,70000
53,Male,PhD,Software Engineer Manager,17.0,195000
31,Male,Master's Degree,Senior Project Engineer,6.0,125000
49,Male,PhD,Software Engineer Manager,15.0,185000
53,Male,PhD,Software Engineer Manager,17.0,195000
27,Male,Bachelor's Degree,Front end Developer,3.0,80000
42,Male,PhD,Senior Software Engineer,14.0,170000
38,Male,Master's Degree,Senior Software Engineer,10.0,155000
36,Male,Bachelor's Degree,Front end Developer,7.0,120000
29,Female,Master's Degree,Back end Developer,3.0,90000
41,Female,PhD,Software Engineer Manager,14.0,180000
33,Male,Bachelor's Degree,Full Stack Engineer,7.0,130000
42,Male,PhD,Senior Software Engineer,12.0,170000
28,Male,Bachelor's Degree,Back end Developer,2.0,70000
53,Male,PhD,Software Engineer Manager,18.0,210000
26,Female,Master's Degree,Front end Developer,1.0,55000
47,Male,PhD,Senior Project Engineer,16.0,190000
44,Female,PhD,Software Engineer Manager,11.0,165000
30,Male,Master's Degree,Full Stack Engineer,5.0,105000
39,Female,Master's Degree,Senior Software Engineer,11.0,160000
32,Male,Bachelor's Degree,Front end Developer,6.0,110000
50,Male,PhD,Software Engineer Manager,17.0,195000
27,Male,Bachelor's Degree,Back end Developer,3.0,85000
46,Male,PhD,Senior Project Engineer,14.0,180000
25,Female,Bachelor's Degree,Front end Developer,1.0,55000
43,Male,PhD,Senior Project Engineer,13.0,185000
35,Male,Bachelor's Degree,Back end Developer,8.0,140000
29,Female,Master's Degree,Back end Developer,3.0,90000
40,Female,PhD,Senior Software Engineer,12.0,160000
35,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000
41,Male,PhD,Senior Project Engineer,13.0,185000
30,Male,Master's Degree,Full Stack Engineer,5.0,105000
33,Male,Bachelor's Degree,Front end Developer,6.0,110000
53,Male,PhD,Software Engineer Manager,18.0,210000
26,Female,Master's Degree,Front end Developer,1.0,55000
47,Male,PhD,Senior Project Engineer,16.0,190000
44,Female,PhD,Software Engineer Manager,11.0,165000
30,Male,Master's Degree,Full Stack Engineer,5.0,105000
39,Female,Master's Degree,Senior Software Engineer,11.0,160000
32,Male,Bachelor's Degree,Front end Developer,6.0,110000
50,Male,PhD,Software Engineer Manager,17.0,195000
27,Male,Bachelor's Degree,Back end Developer,3.0,85000
46,Male,PhD,Senior Project Engineer,14.0,180000
25,Female,Bachelor's Degree,Front end Developer,1.0,55000
43,Male,PhD,Senior Project Engineer,13.0,185000
35,Male,Bachelor's Degree,Back end Developer,8.0,140000
29,Female,Master's Degree,Back end Developer,3.0,90000
40,Female,PhD,Senior Software Engineer,12.0,160000
35,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000
41,Male,PhD,Senior Project Engineer,13.0,185000
30,Male,Master's Degree,Full Stack Engineer,5.0,105000
33,Male,Bachelor's Degree,Front end Developer,6.0,110000
53,Male,PhD,Software Engineer Manager,18.0,210000
26,Female,Master's Degree,Front end Developer,1.0,55000
47,Male,PhD,Senior Project Engineer,16.0,190000
44,Female,PhD,Software Engineer Manager,11.0,165000
30,Male,Master's Degree,Full Stack Engineer,5.0,105000
39,Female,Master's Degree,Senior Software Engineer,11.0,160000
32,Male,Bachelor's Degree,Front end Developer,6.0,110000
50,Male,PhD,Software Engineer Manager,17.0,195000
27,Male,Bachelor's Degree,Back end Developer,3.0,85000
46,Male,PhD,Senior Project Engineer,14.0,180000
25,Female,Bachelor's Degree,Front end Developer,1.0,55000
43,Male,PhD,Senior Project Engineer,13.0,185000
35,Male,Bachelor's Degree,Back end Developer,8.0,140000
29,Female,Master's Degree,Back end Developer,3.0,90000
40,Female,PhD,Senior Software Engineer,12.0,160000
35,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000
41,Male,PhD,Senior Project Engineer,13.0,185000
30,Male,Master's Degree,Full Stack Engineer,5.0,105000
33,Male,Bachelor's Degree,Front end Developer,6.0,110000
53,Male,PhD,Software Engineer Manager,18.0,210000
26,Female,Master's Degree,Front end Developer,1.0,55000
47,Male,PhD,Senior Project Engineer,16.0,190000
44,Female,PhD,Software Engineer Manager,11.0,165000
30,Male,Master's Degree,Full Stack Engineer,5.0,105000
39,Female,Master's Degree,Senior Software Engineer,11.0,160000
32,Male,Bachelor's Degree,Front end Developer,6.0,110000
50,Male,PhD,Software Engineer Manager,17.0,195000
27,Male,Bachelor's Degree,Back end Developer,3.0,85000
46,Male,PhD,Senior Project Engineer,14.0,180000
25,Female,Bachelor's Degree,Front end Developer,1.0,55000
43,Male,PhD,Senior Project Engineer,13.0,185000
35,Male,Bachelor's Degree,Back end Developer,8.0,140000
29,Female,Master's Degree,Back end Developer,3.0,90000
40,Female,PhD,Senior Software Engineer,12.0,160000
35,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000
41,Male,PhD,Senior Project Engineer,13.0,185000
30,Male,Master's Degree,Full Stack Engineer,5.0,105000
33,Male,Bachelor's Degree,Front end Developer,6.0,110000
53,Male,PhD,Software Engineer Manager,18.0,210000
26,Female,Master's Degree,Front end Developer,1.0,55000
47,Male,PhD,Senior Project Engineer,16.0,190000
44,Female,PhD,Software Engineer Manager,11.0,165000
30,Male,Master's Degree,Full Stack Engineer,5.0,105000
39,Female,Master's Degree,Senior Software Engineer,11.0,160000
32,Male,Bachelor's Degree,Front end Developer,6.0,110000
50,Male,PhD,Software Engineer Manager,17.0,195000
27,Male,Bachelor's Degree,Back end Developer,3.0,85000
46,Male,PhD,Senior Project Engineer,14.0,180000
25,Female,Bachelor's Degree,Front end Developer,1.0,55000
43,Male,PhD,Senior Project Engineer,13.0,185000
35,Male,Bachelor's Degree,Back end Developer,8.0,140000
29,Female,Master's Degree,Back end Developer,3.0,90000
40,Female,PhD,Senior Software Engineer,12.0,160000
35,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000
41,Male,PhD,Senior Project Engineer,13.0,185000
30,Male,Master's Degree,Full Stack Engineer,5.0,105000
33,Male,Bachelor's Degree,Front end Developer,6.0,110000
53,Male,PhD,Software Engineer Manager,18.0,210000
26,Female,Master's Degree,Front end Developer,1.0,55000
47,Male,PhD,Senior Project Engineer,16.0,190000
44,Female,PhD,Software Engineer Manager,11.0,165000
30,Male,Master's Degree,Full Stack Engineer,5.0,105000
39,Female,Master's Degree,Senior Software Engineer,11.0,160000
32,Male,Bachelor's Degree,Front end Developer,6.0,110000
50,Male,PhD,Software Engineer Manager,17.0,195000
27,Male,Bachelor's Degree,Back end Developer,3.0,85000
46,Male,PhD,Senior Project Engineer,14.0,180000
25,Female,Bachelor's Degree,Front end Developer,1.0,55000
43,Male,PhD,Senior Project Engineer,13.0,185000
35,Male,Bachelor's Degree,Back end Developer,8.0,140000
29,Female,Master's Degree,Back end Developer,3.0,90000
40,Female,PhD,Senior Software Engineer,12.0,160000
35,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000
41,Male,PhD,Senior Project Engineer,13.0,185000
30,Male,Master's Degree,Full Stack Engineer,5.0,105000
33,Male,Bachelor's Degree,Front end Developer,6.0,110000
53,Male,PhD,Software Engineer Manager,18.0,210000
31,Male,Bachelor's Degree,Front end Developer,6.0,115000
42,Female,Master's Degree,Software Engineer Manager,13.0,170000
27,Female,Bachelor's Degree,Back end Developer,3.0,80000
51,Male,PhD,Senior Project Engineer,19.0,200000
34,Female,Master's Degree,Full Stack Engineer,7.0,130000
38,Male,Bachelor's Degree,Software Engineer Manager,11.0,155000
29,Male,Bachelor's Degree,Front end Developer,5.0,105000
43,Female,PhD,Senior Project Engineer,14.0,190000
36,Male,Master's Degree,Back end Developer,8.0,140000
48,Male,PhD,Software Engineer Manager,16.0,185000
35,Female,Bachelor's Degree,Full Stack Engineer,8.0,145000
30,Female,Master's Degree,Front end Developer,4.0,90000
50,Male,PhD,Senior Project Engineer,18.0,195000
29,Male,Bachelor's Degree,Back end Developer,4.0,95000
41,Male,Master's Degree,Software Engineer Manager,13.0,170000
33,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000
45,Male,PhD,Senior Project Engineer,16.0,185000
28,Female,Bachelor's Degree,Front end Developer,2.0,65000
39,Female,Master's Degree,Software Engineer Manager,12.0,160000
30,Male,Bachelor's Degree,Back end Developer,5.0,100000
46,Male,PhD,Senior Project Engineer,15.0,180000
25,Female,Bachelor's Degree,Front end Developer,1.0,55000
42,Male,PhD,Software Engineer Manager,14.0,190000
31,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000
49,Female,PhD,Senior Project Engineer,17.0,195000
36,Male,Master's Degree,Back end Developer,9.0,150000
33,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000
45,Male,PhD,Software Engineer Manager,16.0,185000
28,Female,Bachelor's Degree,Front end Developer,2.0,65000
39,Female,Master's Degree,Software Engineer Manager,12.0,160000
30,Male,Bachelor's Degree,Back end Developer,5.0,100000
46,Male,PhD,Senior Project Engineer,15.0,180000
25,Female,Bachelor's Degree,Front end Developer,1.0,55000
42,Male,PhD,Software Engineer Manager,14.0,190000
31,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000
49,Female,PhD,Senior Project Engineer,17.0,195000
36,Male,Master's Degree,Back end Developer,9.0,150000
33,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000
45,Male,PhD,Software Engineer Manager,16.0,185000
28,Female,Bachelor's Degree,Front end Developer,2.0,65000
39,Female,Master's Degree,Software Engineer Manager,12.0,160000
30,Male,Bachelor's Degree,Back end Developer,5.0,100000
46,Male,PhD,Senior Project Engineer,15.0,180000
25,Female,Bachelor's Degree,Front end Developer,1.0,55000
42,Male,PhD,Software Engineer Manager,14.0,190000
31,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000
49,Female,PhD,Senior Project Engineer,17.0,195000
36,Male,Master's Degree,Back end Developer,9.0,150000
33,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000
45,Male,PhD,Software Engineer Manager,16.0,185000
28,Female,Bachelor's Degree,Front end Developer,2.0,65000
39,Female,Master's Degree,Software Engineer Manager,12.0,160000
30,Male,Bachelor's Degree,Back end Developer,5.0,100000
46,Male,PhD,Senior Project Engineer,15.0,180000
25,Female,Bachelor's Degree,Front end Developer,1.0,55000
42,Male,PhD,Software Engineer Manager,14.0,190000
31,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000
49,Female,PhD,Senior Project Engineer,17.0,195000
36,Male,Master's Degree,Back end Developer,9.0,150000
33,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000
45,Male,PhD,Software Engineer Manager,16.0,185000
28,Female,Bachelor's Degree,Front end Developer,2.0,65000
39,Female,Master's Degree,Software Engineer Manager,12.0,160000
30,Male,Bachelor's Degree,Back end Developer,5.0,100000
46,Male,PhD,Senior Project Engineer,15.0,180000
25,Female,Bachelor's Degree,Front end Developer,1.0,55000
42,Male,PhD,Software Engineer Manager,14.0,190000
31,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000
49,Female,PhD,Senior Project Engineer,17.0,195000
36,Male,Master's Degree,Back end Developer,9.0,150000
33,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000
45,Male,PhD,Software Engineer Manager,16.0,185000
28,Female,Bachelor's Degree,Front end Developer,2.0,65000
39,Female,Master's Degree,Software Engineer Manager,12.0,160000
30,Male,Bachelor's Degree,Back end Developer,5.0,100000
46,Male,PhD,Senior Project Engineer,15.0,180000
25,Female,Bachelor's Degree,Front end Developer,1.0,55000
42,Male,PhD,Software Engineer Manager,14.0,190000
31,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000
49,Female,PhD,Senior Project Engineer,17.0,195000
36,Male,Master's Degree,Back end Developer,9.0,150000
33,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000
45,Male,PhD,Software Engineer Manager,16.0,185000
28,Female,Bachelor's Degree,Front end Developer,2.0,65000
39,Female,Master's Degree,Software Engineer Manager,12.0,160000
30,Male,Bachelor's Degree,Back end Developer,5.0,100000
46,Male,PhD,Senior Project Engineer,15.0,180000
25,Female,Bachelor's Degree,Front end Developer,1.0,55000
42,Male,PhD,Software Engineer Manager,14.0,190000
31,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000
49,Female,PhD,Senior Project Engineer,17.0,195000
36,Male,Master's Degree,Back end Developer,9.0,150000
33,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000
45,Male,PhD,Software Engineer Manager,16.0,185000
28,Female,Bachelor's Degree,Front end Developer,2.0,65000
39,Female,Master's Degree,Software Engineer Manager,12.0,160000
30,Male,Bachelor's Degree,Back end Developer,5.0,100000
46,Male,PhD,Senior Project Engineer,15.0,180000
25,Female,Bachelor's Degree,Front end Developer,1.0,55000
42,Male,PhD,Software Engineer Manager,14.0,190000
31,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000
49,Female,PhD,Senior Project Engineer,17.0,195000
36,Male,Master's Degree,Back end Developer,9.0,150000
33,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000
45,Male,PhD,Software Engineer Manager,16.0,185000
28,Female,Bachelor's Degree,Front end Developer,2.0,65000
39,Female,Master's Degree,Software Engineer Manager,12.0,160000
30,Male,Bachelor's Degree,Back end Developer,5.0,100000
46,Male,PhD,Senior Project Engineer,15.0,180000
25,Female,Bachelor's Degree,Front end Developer,1.0,55000
42,Male,PhD,Software Engineer Manager,14.0,190000
31,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000
49,Female,PhD,Senior Project Engineer,17.0,195000
36,Male,Master's Degree,Back end Developer,9.0,150000
33,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000
45,Male,PhD,Software Engineer Manager,16.0,185000
28,Female,Bachelor's Degree,Front end Developer,2.0,65000
39,Female,Master's Degree,Software Engineer Manager,12.0,160000
30,Male,Bachelor's Degree,Back end Developer,5.0,100000
46,Male,PhD,Senior Project Engineer,15.0,180000
25,Female,Bachelor's Degree,Front end Developer,1.0,550
29,Male,Bachelor's Degree,Front end Developer,4.0,90000
40,Female,Master's Degree,Software Engineer Manager,12.0,160000
27,Female,Bachelor's Degree,Back end Developer,3.0,80000
50,Male,PhD,Senior Project Engineer,18.0,195000
33,Female,Master's Degree,Full Stack Engineer,6.0,115000
37,Male,Bachelor's Degree,Software Engineer Manager,10.0,150000
28,Male,Bachelor's Degree,Front end Developer,2.0,65000
44,Female,PhD,Senior Project Engineer,14.0,190000
35,Male,Master's Degree,Back end Developer,8.0,140000
47,Male,PhD,Software Engineer Manager,16.0,185000
34,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000
31,Female,Master's Degree,Front end Developer,5.0,105000
51,Male,PhD,Senior Project Engineer,19.0,200000
30,Male,Bachelor's Degree,Back end Developer,5.0,100000
42,Male,Master's Degree,Software Engineer Manager,13.0,170000
33,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000
45,Male,PhD,Senior Project Engineer,16.0,185000
29,Female,Bachelor's Degree,Front end Developer,4.0,90000
39,Female,Master's Degree,Software Engineer Manager,12.0,160000
27,Male,Bachelor's Degree,Back end Developer,3.0,80000
49,Male,PhD,Senior Project Engineer,17.0,195000
32,Female,Master's Degree,Full Stack Engineer,6.0,115000
36,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000
27,Male,Bachelor's Degree,Front end Developer,2.0,65000
43,Female,PhD,Senior Project Engineer,14.0,190000
34,Male,Master's Degree,Back end Developer,8.0,140000
46,Male,PhD,Software Engineer Manager,16.0,185000
33,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000
30,Female,Master's Degree,Front end Developer,5.0,105000
50,Male,PhD,Senior Project Engineer,19.0,200000
30,Male,Bachelor's Degree,Back end Developer,5.0,100000
42,Male,Master's Degree,Software Engineer Manager,13.0,170000
33,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000
45,Male,PhD,Senior Project Engineer,16.0,185000
29,Female,Bachelor's Degree,Front end Developer,4.0,90000
39,Female,Master's Degree,Software Engineer Manager,12.0,160000
27,Male,Bachelor's Degree,Back end Developer,3.0,80000
49,Male,PhD,Senior Project Engineer,17.0,195000
32,Female,Master's Degree,Full Stack Engineer,6.0,115000
36,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000
27,Male,Bachelor's Degree,Front end Developer,2.0,65000
43,Female,PhD,Senior Project Engineer,14.0,190000
34,Male,Master's Degree,Back end Developer,8.0,140000
46,Male,PhD,Software Engineer Manager,16.0,185000
33,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000
30,Female,Master's Degree,Front end Developer,5.0,105000
50,Male,PhD,Senior Project Engineer,19.0,200000
30,Male,Bachelor's Degree,Back end Developer,5.0,100000
42,Male,Master's Degree,Software Engineer Manager,13.0,170000
33,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000
45,Male,PhD,Senior Project Engineer,16.0,185000
